enuc
8.002367
 
Hcore
-32.577395  -7.578833   0.000000  -0.014474   0.000000  -1.240102  -1.240102
 -7.578833  -9.200943   0.000000  -0.176890   0.000000  -2.906710  -2.906710
  0.000000   0.000000  -7.458819   0.000000   0.000000  -1.675150   1.675150
 -0.014474  -0.176890   0.000000  -7.415312   0.000000  -1.356868  -1.356868
  0.000000   0.000000   0.000000   0.000000  -7.347145   0.000000   0.000000
 -1.240102  -2.906710  -1.675150  -1.356868   0.000000  -4.540171  -1.071146
 -1.240102  -2.906710   1.675150  -1.356868   0.000000  -1.071146  -4.540171
 
S-1/2
 1.023635 -0.136855  0.000000 -0.007487 -0.000000  0.019028  0.019028
-0.136855  1.157863 -0.000000  0.072160  0.000000 -0.222333 -0.222333
 0.000000 -0.000000  1.073315 -0.000000  0.000000 -0.175758  0.175758
-0.007487  0.072160 -0.000000  1.038305  0.000000 -0.118463 -0.118463
-0.000000  0.000000  0.000000  0.000000  1.000000  0.000000 -0.000000
 0.019028 -0.222333 -0.175758 -0.118463  0.000000  1.129723 -0.062598
 0.019028 -0.222333  0.175758 -0.118463 -0.000000 -0.062598  1.129723
 
Iter 	E(elec)           	E(tot)            	Delta(E)          	RMS(D)            	
0ttau: 9,1,11,13: -0.000000000000  tau:  -0.000000000000
0ttau: 9,2,11,10: 0.000000000000  tau:  0.000000000000
0ttau: 9,2,11,11: 0.000000000000  tau:  0.000000000000
0ttau: 9,2,11,12: 0.000000000000  tau:  0.000000000000
0ttau: 9,2,11,13: 0.000000000000  tau:  0.000000000000
0ttau: 9,3,11,10: 0.000000000000  tau:  0.000000000000
0ttau: 9,3,11,11: 0.000000000000  tau:  0.000000000000
0ttau: 9,3,11,12: 0.000000000000  tau:  0.000000000000
0ttau: 9,3,11,13: -0.000000000000  tau:  -0.000000000000
0ttau: 9,4,11,10: -0.000000000000  tau:  -0.000000000000
0ttau: 9,4,11,11: 0.000000000000  tau:  0.000000000000
0ttau: 9,4,11,12: -0.000000000000  tau:  -0.000000000000
0ttau: 9,4,11,13: 0.000000000000  tau:  0.000000000000
0ttau: 9,5,11,10: 0.000000000000  tau:  0.000000000000
0ttau: 9,5,11,11: 0.000000000000  tau:  0.000000000000
0ttau: 9,5,11,12: 0.000000000000  tau:  0.000000000000
0ttau: 9,5,11,13: -0.000000000000  tau:  -0.000000000000
0ttau: 9,6,11,10: -0.000000000000  tau:  -0.000000000000
0ttau: 9,6,11,11: 0.000000000000  tau:  0.000000000000
0ttau: 9,6,11,12: -0.000000000000  tau:  -0.000000000000
0ttau: 9,6,11,13: 0.000000000000  tau:  0.000000000000
0ttau: 9,7,11,10: 0.000000000000  tau:  0.000000000000
0ttau: 9,7,11,11: 0.000000000000  tau:  0.000000000000
0ttau: 9,7,11,12: 0.000000000000  tau:  0.000000000000
0ttau: 9,7,11,13: 0.000000000000  tau:  0.000000000000
0ttau: 9,8,11,10: -0.019997059591  tau:  -0.019997059591
0ttau: 9,8,11,11: 0.000000000000  tau:  0.000000000000
0ttau: 9,8,11,12: 0.000000000000  tau:  0.000000000000
0ttau: 9,8,11,13: 0.000000000000  tau:  0.000000000000
0ttau: 9,9,11,10: 0.000000000000  tau:  0.000000000000
0ttau: 9,9,11,11: 0.000000000000  tau:  0.000000000000
0ttau: 9,9,11,12: 0.000000000000  tau:  0.000000000000
0ttau: 9,9,11,13: 0.000000000000  tau:  0.000000000000
0ttau: 9,0,12,10: 0.000000000000  tau:  0.000000000000
0ttau: 9,0,12,11: 0.000000000000  tau:  0.000000000000
0ttau: 9,0,12,12: 0.000000000000  tau:  0.000000000000
0ttau: 9,0,12,13: -0.000000000000  tau:  -0.000000000000
0ttau: 9,1,12,10: 0.000000000000  tau:  0.000000000000
0ttau: 9,1,12,11: 0.000000000000  tau:  0.000000000000
0ttau: 9,1,12,12: 0.000000000000  tau:  0.000000000000
0ttau: 9,1,12,13: 0.000000000000  tau:  0.000000000000
0ttau: 9,2,12,10: 0.000000000000  tau:  0.000000000000
0ttau: 9,2,12,11: -0.000000000000  tau:  -0.000000000000
0ttau: 9,2,12,12: 0.000000000000  tau:  0.000000000000
0ttau: 9,2,12,13: -0.000000000000  tau:  -0.000000000000
0ttau: 9,3,12,10: 0.000000000000  tau:  0.000000000000
0ttau: 9,3,12,11: 0.000000000000  tau:  0.000000000000
0ttau: 9,3,12,12: 0.000000000000  tau:  0.000000000000
0ttau: 9,3,12,13: 0.000000000000  tau:  0.000000000000
0ttau: 9,4,12,10: 0.000000000000  tau:  0.000000000000
0ttau: 9,4,12,11: 0.000000000000  tau:  0.000000000000
0ttau: 9,4,12,12: 0.000000000000  tau:  0.000000000000
0ttau: 9,4,12,13: 0.000000000000  tau:  0.000000000000
0ttau: 9,5,12,10: 0.000000000000  tau:  0.000000000000
0ttau: 9,5,12,11: 0.000000000000  tau:  0.000000000000
0ttau: 9,5,12,12: 0.000000000000  tau:  0.000000000000
0ttau: 9,5,12,13: 0.000000000000  tau:  0.000000000000
0ttau: 9,6,12,10: 0.000000000000  tau:  0.000000000000
0ttau: 9,6,12,11: 0.000000000000  tau:  0.000000000000
0ttau: 9,6,12,12: 0.000000000000  tau:  0.000000000000
0ttau: 9,6,12,13: 0.000000000000  tau:  0.000000000000
0ttau: 9,7,12,10: 0.000000000000  tau:  0.000000000000
0ttau: 9,7,12,11: 0.000000000000  tau:  0.000000000000
0ttau: 9,7,12,12: 0.000000000000  tau:  0.000000000000
0ttau: 9,7,12,13: 0.000000000000  tau:  0.000000000000
0ttau: 9,8,12,10: 0.000000000000  tau:  0.000000000000
0ttau: 9,8,12,11: -0.000000000000  tau:  -0.000000000000
0ttau: 9,8,12,12: 0.000000000000  tau:  0.000000000000
0ttau: 9,8,12,13: 0.012832174132  tau:  0.012832174132
0ttau: 9,9,12,10: 0.000000000000  tau:  0.000000000000
0ttau: 9,9,12,11: 0.000000000000  tau:  0.000000000000
0ttau: 9,9,12,12: 0.000000000000  tau:  0.000000000000
0ttau: 9,9,12,13: 0.000000000000  tau:  0.000000000000
0ttau: 9,0,13,10: 0.000000000000  tau:  0.000000000000
0ttau: 9,0,13,11: 0.000000000000  tau:  0.000000000000
0ttau: 9,0,13,12: 0.000000000000  tau:  0.000000000000
0ttau: 9,0,13,13: 0.000000000000  tau:  0.000000000000
0ttau: 9,1,13,10: 0.000000000000  tau:  0.000000000000
0ttau: 9,1,13,11: 0.000000000000  tau:  0.000000000000
0ttau: 9,1,13,12: 0.000000000000  tau:  0.000000000000
0ttau: 9,1,13,13: 0.000000000000  tau:  0.000000000000
0ttau: 9,2,13,10: 0.000000000000  tau:  0.000000000000
0ttau: 9,2,13,11: 0.000000000000  tau:  0.000000000000
0ttau: 9,2,13,12: 0.000000000000  tau:  0.000000000000
0ttau: 9,2,13,13: 0.000000000000  tau:  0.000000000000
0ttau: 9,3,13,10: 0.000000000000  tau:  0.000000000000
0ttau: 9,3,13,11: 0.000000000000  tau:  0.000000000000
0ttau: 9,3,13,12: 0.000000000000  tau:  0.000000000000
0ttau: 9,3,13,13: 0.000000000000  tau:  0.000000000000
0ttau: 9,4,13,10: -0.000000000000  tau:  -0.000000000000
0ttau: 9,4,13,11: 0.000000000000  tau:  0.000000000000
0ttau: 9,4,13,12: -0.000000000000  tau:  -0.000000000000
0ttau: 9,4,13,13: 0.000000000000  tau:  0.000000000000
0ttau: 9,5,13,10: 0.000000000000  tau:  0.000000000000
0ttau: 9,5,13,11: 0.000000000000  tau:  0.000000000000
0ttau: 9,5,13,12: 0.000000000000  tau:  0.000000000000
0ttau: 9,5,13,13: 0.000000000000  tau:  0.000000000000
0ttau: 9,6,13,10: -0.000000000000  tau:  -0.000000000000
0ttau: 9,6,13,11: 0.000000000000  tau:  0.000000000000
0ttau: 9,6,13,12: -0.000000000000  tau:  -0.000000000000
0ttau: 9,6,13,13: 0.000000000000  tau:  0.000000000000
0ttau: 9,7,13,10: 0.000000000000  tau:  0.000000000000
0ttau: 9,7,13,11: -0.000000000000  tau:  -0.000000000000
0ttau: 9,7,13,12: 0.000000000000  tau:  0.000000000000
0ttau: 9,7,13,13: 0.000000000000  tau:  0.000000000000
0ttau: 9,8,13,10: 0.000000000000  tau:  0.000000000000
0ttau: 9,8,13,11: 0.000000000000  tau:  0.000000000000
0ttau: 9,8,13,12: -0.012832174132  tau:  -0.012832174132
0ttau: 9,8,13,13: 0.000000000000  tau:  0.000000000000
0ttau: 9,9,13,10: 0.000000000000  tau:  0.000000000000
0ttau: 9,9,13,11: 0.000000000000  tau:  0.000000000000
0ttau: 9,9,13,12: 0.000000000000  tau:  0.000000000000
0ttau: 9,9,13,13: 0.000000000000  tau:  0.000000000000
0Fae:  10,10: 0.023785001036
0
0Fae:  10,11: -5.291308704691
1
0Fae:  10,12: 0.000000000000
1
0Fae:  10,13: -0.000000000000
1
0Fae:  11,10: -5.291308704691
1
0Fae:  11,11: 0.023785001036
0
0Fae:  11,12: -0.000000000000
1
0Fae:  11,13: 0.000000000000
1
0Fae:  12,10: 0.000000000000
1
0Fae:  12,11: -0.000000000000
1
0Fae:  12,12: 0.025364635084
0
0Fae:  12,13: -5.513360394253
1
0Fae:  13,10: -0.000000000000
1
0Fae:  13,11: 0.000000000000
1
0Fae:  13,12: -5.513360394253
1
0Fae:  13,13: 0.025364635084
0
0Fmi:  0,0: -0.000057518987
0Fmi:  0,1: -32.560759152903
0Fmi:  0,2: 0.000464071519
0Fmi:  0,3: -0.568276701792
0Fmi:  0,4: 0.000000000000
0Fmi:  0,5: 0.000000000000
0Fmi:  0,6: 0.000780408892
0Fmi:  0,7: -0.209504502405
0Fmi:  0,8: 0.000000000000
0Fmi:  0,9: -0.000000000000
0Fmi:  1,0: -32.560759152903
0Fmi:  1,1: -0.000057518987
0Fmi:  1,2: -0.568276701792
0Fmi:  1,3: 0.000464071519
0Fmi:  1,4: 0.000000000000
0Fmi:  1,5: 0.000000000000
0Fmi:  1,6: -0.209504502405
0Fmi:  1,7: 0.000780408892
0Fmi:  1,8: -0.000000000000
0Fmi:  1,9: 0.000000000000
0Fmi:  2,0: 0.000088429045
0Fmi:  2,1: -0.568276701792
0Fmi:  2,2: -0.008015726121
0Fmi:  2,3: -7.564359966330
0Fmi:  2,4: 0.000000000000
0Fmi:  2,5: 0.000000000000
0Fmi:  2,6: 0.009351661859
0Fmi:  2,7: -0.522263398949
0Fmi:  2,8: 0.000000000000
0Fmi:  2,9: -0.000000000000
0Fmi:  3,0: -0.568276701792
0Fmi:  3,1: 0.000088429045
0Fmi:  3,2: -7.564359966330
0Fmi:  3,3: -0.008015726121
0Fmi:  3,4: 0.000000000000
0Fmi:  3,5: 0.000000000000
0Fmi:  3,6: -0.522263398949
0Fmi:  3,7: 0.009351661859
0Fmi:  3,8: -0.000000000000
0Fmi:  3,9: 0.000000000000
0Fmi:  4,0: 0.000000000000
0Fmi:  4,1: 0.000000000000
0Fmi:  4,2: 0.000000000000
0Fmi:  4,3: 0.000000000000
0Fmi:  4,4: -0.023787040164
0Fmi:  4,5: -6.017836741840
0Fmi:  4,6: 0.000000000000
0Fmi:  4,7: 0.000000000000
0Fmi:  4,8: 0.000000000000
0Fmi:  4,9: 0.000000000000
0Fmi:  5,0: 0.000000000000
0Fmi:  5,1: 0.000000000000
0Fmi:  5,2: 0.000000000000
0Fmi:  5,3: 0.000000000000
0Fmi:  5,4: -6.017836741840
0Fmi:  5,5: -0.023787040164
0Fmi:  5,6: 0.000000000000
0Fmi:  5,7: 0.000000000000
0Fmi:  5,8: 0.000000000000
0Fmi:  5,9: 0.000000000000
0Fmi:  6,0: 0.000076032462
0Fmi:  6,1: -0.209504502405
0Fmi:  6,2: 0.006788991599
0Fmi:  6,3: -0.522263398949
0Fmi:  6,4: 0.000000000000
0Fmi:  6,5: 0.000000000000
0Fmi:  6,6: -0.016276054760
0Fmi:  6,7: -6.609678702927
0Fmi:  6,8: -0.000000000000
0Fmi:  6,9: 0.000000000000
0Fmi:  7,0: -0.209504502405
0Fmi:  7,1: 0.000076032462
0Fmi:  7,2: -0.522263398949
0Fmi:  7,3: 0.006788991599
0Fmi:  7,4: 0.000000000000
0Fmi:  7,5: 0.000000000000
0Fmi:  7,6: -6.609678702927
0Fmi:  7,7: -0.016276054760
0Fmi:  7,8: 0.000000000000
0Fmi:  7,9: -0.000000000000
0Fmi:  8,0: 0.000000000000
0Fmi:  8,1: -0.000000000000
0Fmi:  8,2: -0.000000000000
0Fmi:  8,3: -0.000000000000
0Fmi:  8,4: 0.000000000000
0Fmi:  8,5: 0.000000000000
0Fmi:  8,6: -0.000000000000
0Fmi:  8,7: 0.000000000000
0Fmi:  8,8: -0.001013296087
0Fmi:  8,9: -7.347144867731
0Fmi:  9,0: -0.000000000000
0Fmi:  9,1: 0.000000000000
0Fmi:  9,2: -0.000000000000
0Fmi:  9,3: -0.000000000000
0Fmi:  9,4: 0.000000000000
0Fmi:  9,5: 0.000000000000
0Fmi:  9,6: 0.000000000000
0Fmi:  9,7: -0.000000000000
0Fmi:  9,8: -7.347144867731
0Fmi:  9,9: -0.001013296087
0Fme:  0,10: -0.000000000000
0Fme:  0,11: 0.256308415718
0Fme:  0,12: 0.000000000000
0Fme:  0,13: -0.000000000000
0Fme:  1,10: 0.256308415718
0Fme:  1,11: -0.000000000000
0Fme:  1,12: -0.000000000000
0Fme:  1,13: 0.000000000000
0Fme:  2,10: -0.000000000000
0Fme:  2,11: 1.219562865566
0Fme:  2,12: -0.000000000000
0Fme:  2,13: -0.000000000000
0Fme:  3,10: 1.219562865566
0Fme:  3,11: -0.000000000000
0Fme:  3,12: -0.000000000000
0Fme:  3,13: -0.000000000000
0Fme:  4,10: 0.000000000000
0Fme:  4,11: -0.000000000000
0Fme:  4,12: 0.000000000001
0Fme:  4,13: -1.766570479929
0Fme:  5,10: -0.000000000000
0Fme:  5,11: 0.000000000000
0Fme:  5,12: -1.766570479929
0Fme:  5,13: 0.000000000001
0Fme:  6,10: -0.000000000001
0Fme:  6,11: -1.305730618099
0Fme:  6,12: -0.000000000000
0Fme:  6,13: 0.000000000000
0Fme:  7,10: -1.305730618099
0Fme:  7,11: -0.000000000001
0Fme:  7,12: 0.000000000000
0Fme:  7,13: -0.000000000000
0Fme:  8,10: 0.000000000000
0Fme:  8,11: -0.000000000000
0Fme:  8,12: 0.000000000000
0Fme:  8,13: -0.000000000000
0Fme:  9,10: -0.000000000000
0Fme:  9,11: 0.000000000000
0Fme:  9,12: -0.000000000000
0Fme:  9,13: 0.000000000000
Ecc = -13.399399980691
1ttau: 0,0,10,10: 0.000000000000  tau:  0.000000000000
1ttau: 0,0,10,11: 0.000000000000  tau:  0.000000000000
1ttau: 0,0,10,12: 0.000000000000  tau:  0.000000000000
1ttau: 0,0,10,13: 0.000000000000  tau:  0.000000000000
1ttau: 0,1,10,10: 0.000000000000  tau:  0.000000000000
1ttau: 0,1,10,11: -0.000610641002  tau:  -0.000686695227
1ttau: 0,1,10,12: -0.000000000000  tau:  -0.000000000000
1ttau: 0,1,10,13: 0.000000000000  tau:  0.000000000000
1ttau: 0,2,10,10: 0.000000000000  tau:  0.000000000000
1ttau: 0,2,10,11: -0.000000732155  tau:  -0.000005759364
1ttau: 0,2,10,12: 0.000000000000  tau:  0.000000000000
1ttau: 0,2,10,13: 0.000000000000  tau:  0.000000000000
1ttau: 0,3,10,10: 0.000000000000  tau:  0.000000000000
1ttau: 0,3,10,11: -0.004370155738  tau:  -0.009132253275
1ttau: 0,3,10,12: -0.000000000000  tau:  -0.000000000000
1ttau: 0,3,10,13: 0.000000000000  tau:  0.000000000000
1ttau: 0,4,10,10: 0.000000000000  tau:  0.000000000000
1ttau: 0,4,10,11: 0.000000000000  tau:  0.000000000000
1ttau: 0,4,10,12: 0.000398810730  tau:  0.000398808225
1ttau: 0,4,10,13: -0.000150988859  tau:  -0.000149668638
1ttau: 0,5,10,10: 0.000000000000  tau:  0.000000000000
1ttau: 0,5,10,11: 0.000000000000  tau:  0.000000000000
1ttau: 0,5,10,12: -0.000009374620  tau:  -0.000008054398
1ttau: 0,5,10,13: 0.000210378807  tau:  0.000210376303
1ttau: 0,6,10,10: 0.000000000000  tau:  0.000000000000
1ttau: 0,6,10,11: 0.000139051385  tau:  0.000082478458
1ttau: 0,6,10,12: 0.000000000000  tau:  0.000000000000
1ttau: 0,6,10,13: 0.000000000000  tau:  0.000000000000
1ttau: 0,7,10,10: 0.000000000000  tau:  0.000000000000
1ttau: 0,7,10,11: 0.009724642232  tau:  0.019498561557
1ttau: 0,7,10,12: 0.000000000000  tau:  0.000000000000
1ttau: 0,7,10,13: -0.000000000000  tau:  -0.000000000000
1ttau: 0,8,10,10: 0.000000000000  tau:  0.000000000000
1ttau: 0,8,10,11: 0.000000000000  tau:  0.000000000000
1ttau: 0,8,10,12: 0.000000000000  tau:  0.000000000000
1ttau: 0,8,10,13: -0.000000000000  tau:  -0.000000000000
1ttau: 0,9,10,10: 0.000000000000  tau:  0.000000000000
1ttau: 0,9,10,11: 0.000000000000  tau:  0.000000000000
1ttau: 0,9,10,12: 0.000000000000  tau:  0.000000000000
1ttau: 0,9,10,13: 0.000000000000  tau:  0.000000000000
1ttau: 0,0,11,10: 0.000000000000  tau:  0.000000000000
1ttau: 0,0,11,11: 0.000000000000  tau:  0.000000000000
1ttau: 0,0,11,12: 0.000000000000  tau:  0.000000000000
1ttau: 0,0,11,13: 0.000000000000  tau:  0.000000000000
1ttau: 0,1,11,10: 0.000610641002  tau:  0.000686695227
1ttau: 0,1,11,11: 0.000000000000  tau:  0.000000000000
1ttau: 0,1,11,12: -0.000000000000  tau:  -0.000000000000
1ttau: 0,1,11,13: 0.000000000000  tau:  0.000000000000
1ttau: 0,2,11,10: 0.000000732155  tau:  0.000005759364
1ttau: 0,2,11,11: 0.000000000000  tau:  0.000000000000
1ttau: 0,2,11,12: -0.000000000000  tau:  -0.000000000000
1ttau: 0,2,11,13: -0.000000000000  tau:  -0.000000000000
1ttau: 0,3,11,10: 0.004370155738  tau:  0.009132253275
1ttau: 0,3,11,11: 0.000000000000  tau:  0.000000000000
1ttau: 0,3,11,12: -0.000000000000  tau:  -0.000000000000
1ttau: 0,3,11,13: -0.000000000000  tau:  -0.000000000000
1ttau: 0,4,11,10: -0.000000000000  tau:  -0.000000000000
1ttau: 0,4,11,11: 0.000000000000  tau:  0.000000000000
1ttau: 0,4,11,12: -0.000480563577  tau:  -0.000460609660
1ttau: 0,4,11,13: -0.010519455570  tau:  -0.021038911141
1ttau: 0,5,11,10: -0.000000000000  tau:  -0.000000000000
1ttau: 0,5,11,11: 0.000000000000  tau:  0.000000000000
1ttau: 0,5,11,12: -0.010331023648  tau:  -0.020850479219
1ttau: 0,5,11,13: -0.000622177817  tau:  -0.000602223900
1ttau: 0,6,11,10: -0.000139051385  tau:  -0.000082478458
1ttau: 0,6,11,11: 0.000000000000  tau:  0.000000000000
1ttau: 0,6,11,12: -0.000000000000  tau:  -0.000000000000
1ttau: 0,6,11,13: -0.000000000000  tau:  -0.000000000000
1ttau: 0,7,11,10: -0.009724642232  tau:  -0.019498561557
1ttau: 0,7,11,11: 0.000000000000  tau:  0.000000000000
1ttau: 0,7,11,12: 0.000000000000  tau:  0.000000000000
1ttau: 0,7,11,13: -0.000000000000  tau:  -0.000000000000
1ttau: 0,8,11,10: -0.000000000000  tau:  -0.000000000000
1ttau: 0,8,11,11: 0.000000000000  tau:  0.000000000000
1ttau: 0,8,11,12: -0.000000000000  tau:  -0.000000000000
1ttau: 0,8,11,13: -0.000000000000  tau:  -0.000000000000
1ttau: 0,9,11,10: -0.000000000000  tau:  -0.000000000000
1ttau: 0,9,11,11: 0.000000000000  tau:  0.000000000000
1ttau: 0,9,11,12: -0.000000000000  tau:  -0.000000000000
1ttau: 0,9,11,13: -0.000000000000  tau:  -0.000000000000
1ttau: 0,0,12,10: 0.000000000000  tau:  0.000000000000
1ttau: 0,0,12,11: 0.000000000000  tau:  0.000000000000
1ttau: 0,0,12,12: 0.000000000000  tau:  0.000000000000
1ttau: 0,0,12,13: 0.000000000000  tau:  0.000000000000
1ttau: 0,1,12,10: 0.000000000000  tau:  0.000000000000
1ttau: 0,1,12,11: 0.000000000000  tau:  0.000000000000
1ttau: 0,1,12,12: 0.000000000000  tau:  0.000000000000
1ttau: 0,1,12,13: -0.000382709583  tau:  -0.000382709583
1ttau: 0,2,12,10: -0.000000000000  tau:  -0.000000000000
1ttau: 0,2,12,11: 0.000000000000  tau:  0.000000000000
1ttau: 0,2,12,12: 0.000000000000  tau:  0.000000000000
1ttau: 0,2,12,13: 0.000401211711  tau:  0.000401211711
1ttau: 0,3,12,10: 0.000000000000  tau:  0.000000000000
1ttau: 0,3,12,11: 0.000000000000  tau:  0.000000000000
1ttau: 0,3,12,12: 0.000000000000  tau:  0.000000000000
1ttau: 0,3,12,13: 0.000781222605  tau:  0.000781222605
1ttau: 0,4,12,10: -0.000398810730  tau:  -0.000398808225
1ttau: 0,4,12,11: 0.000480563577  tau:  0.000460609660
1ttau: 0,4,12,12: 0.000000000000  tau:  0.000000000000
1ttau: 0,4,12,13: -0.000000000000  tau:  -0.000000000000
1ttau: 0,5,12,10: 0.000009374620  tau:  0.000008054398
1ttau: 0,5,12,11: 0.010331023648  tau:  0.020850479219
1ttau: 0,5,12,12: 0.000000000000  tau:  0.000000000000
1ttau: 0,5,12,13: -0.000000000000  tau:  -0.000000000000
1ttau: 0,6,12,10: -0.000000000000  tau:  -0.000000000000
1ttau: 0,6,12,11: 0.000000000000  tau:  0.000000000000
1ttau: 0,6,12,12: 0.000000000000  tau:  0.000000000000
1ttau: 0,6,12,13: 0.000104519570  tau:  0.000104519570
1ttau: 0,7,12,10: -0.000000000000  tau:  -0.000000000000
1ttau: 0,7,12,11: -0.000000000000  tau:  -0.000000000000
1ttau: 0,7,12,12: 0.000000000000  tau:  0.000000000000
1ttau: 0,7,12,13: 0.000450122767  tau:  0.000450122767
1ttau: 0,8,12,10: -0.000000000000  tau:  -0.000000000000
1ttau: 0,8,12,11: 0.000000000000  tau:  0.000000000000
1ttau: 0,8,12,12: 0.000000000000  tau:  0.000000000000
1ttau: 0,8,12,13: 0.000000000000  tau:  0.000000000000
1ttau: 0,9,12,10: -0.000000000000  tau:  -0.000000000000
1ttau: 0,9,12,11: 0.000000000000  tau:  0.000000000000
1ttau: 0,9,12,12: 0.000000000000  tau:  0.000000000000
1ttau: 0,9,12,13: 0.000000000000  tau:  0.000000000000
1ttau: 0,0,13,10: 0.000000000000  tau:  0.000000000000
1ttau: 0,0,13,11: 0.000000000000  tau:  0.000000000000
1ttau: 0,0,13,12: 0.000000000000  tau:  0.000000000000
1ttau: 0,0,13,13: 0.000000000000  tau:  0.000000000000
1ttau: 0,1,13,10: -0.000000000000  tau:  -0.000000000000
1ttau: 0,1,13,11: -0.000000000000  tau:  -0.000000000000
1ttau: 0,1,13,12: 0.000382709583  tau:  0.000382709583
1ttau: 0,1,13,13: 0.000000000000  tau:  0.000000000000
1ttau: 0,2,13,10: -0.000000000000  tau:  -0.000000000000
1ttau: 0,2,13,11: 0.000000000000  tau:  0.000000000000
1ttau: 0,2,13,12: -0.000401211711  tau:  -0.000401211711
1ttau: 0,2,13,13: 0.000000000000  tau:  0.000000000000
1ttau: 0,3,13,10: -0.000000000000  tau:  -0.000000000000
1ttau: 0,3,13,11: 0.000000000000  tau:  0.000000000000
1ttau: 0,3,13,12: -0.000781222605  tau:  -0.000781222605
1ttau: 0,3,13,13: 0.000000000000  tau:  0.000000000000
1ttau: 0,4,13,10: 0.000150988859  tau:  0.000149668638
1ttau: 0,4,13,11: 0.010519455570  tau:  0.021038911141
1ttau: 0,4,13,12: 0.000000000000  tau:  0.000000000000
1ttau: 0,4,13,13: 0.000000000000  tau:  0.000000000000
1ttau: 0,5,13,10: -0.000210378807  tau:  -0.000210376303
1ttau: 0,5,13,11: 0.000622177817  tau:  0.000602223900
1ttau: 0,5,13,12: 0.000000000000  tau:  0.000000000000
1ttau: 0,5,13,13: 0.000000000000  tau:  0.000000000000
1ttau: 0,6,13,10: -0.000000000000  tau:  -0.000000000000
1ttau: 0,6,13,11: 0.000000000000  tau:  0.000000000000
1ttau: 0,6,13,12: -0.000104519570  tau:  -0.000104519570
1ttau: 0,6,13,13: 0.000000000000  tau:  0.000000000000
1ttau: 0,7,13,10: 0.000000000000  tau:  0.000000000000
1ttau: 0,7,13,11: 0.000000000000  tau:  0.000000000000
1ttau: 0,7,13,12: -0.000450122767  tau:  -0.000450122767
1ttau: 0,7,13,13: 0.000000000000  tau:  0.000000000000
1ttau: 0,8,13,10: 0.000000000000  tau:  0.000000000000
1ttau: 0,8,13,11: 0.000000000000  tau:  0.000000000000
1ttau: 0,8,13,12: -0.000000000000  tau:  -0.000000000000
1ttau: 0,8,13,13: 0.000000000000  tau:  0.000000000000
1ttau: 0,9,13,10: -0.000000000000  tau:  -0.000000000000
1ttau: 0,9,13,11: 0.000000000000  tau:  0.000000000000
1ttau: 0,9,13,12: -0.000000000000  tau:  -0.000000000000
1ttau: 0,9,13,13: 0.000000000000  tau:  0.000000000000
1ttau: 1,0,10,10: 0.000000000000  tau:  0.000000000000
1ttau: 1,0,10,11: 0.000610641002  tau:  0.000686695227
1ttau: 1,0,10,12: 0.000000000000  tau:  0.000000000000
1ttau: 1,0,10,13: -0.000000000000  tau:  -0.000000000000
1ttau: 1,1,10,10: 0.000000000000  tau:  0.000000000000
1ttau: 1,1,10,11: 0.000000000000  tau:  0.000000000000
1ttau: 1,1,10,12: 0.000000000000  tau:  0.000000000000
1ttau: 1,1,10,13: 0.000000000000  tau:  0.000000000000
1ttau: 1,2,10,10: 0.000000000000  tau:  0.000000000000
1ttau: 1,2,10,11: 0.004370155738  tau:  0.009132253275
1ttau: 1,2,10,12: -0.000000000000  tau:  -0.000000000000
1ttau: 1,2,10,13: -0.000000000000  tau:  -0.000000000000
1ttau: 1,3,10,10: 0.000000000000  tau:  0.000000000000
1ttau: 1,3,10,11: 0.000000732155  tau:  0.000005759364
1ttau: 1,3,10,12: -0.000000000000  tau:  -0.000000000000
1ttau: 1,3,10,13: -0.000000000000  tau:  -0.000000000000
1ttau: 1,4,10,10: 0.000000000000  tau:  0.000000000000
1ttau: 1,4,10,11: -0.000000000000  tau:  -0.000000000000
1ttau: 1,4,10,12: -0.000622177817  tau:  -0.000602223900
1ttau: 1,4,10,13: -0.010331023648  tau:  -0.020850479219
1ttau: 1,5,10,10: 0.000000000000  tau:  0.000000000000
1ttau: 1,5,10,11: -0.000000000000  tau:  -0.000000000000
1ttau: 1,5,10,12: -0.010519455570  tau:  -0.021038911141
1ttau: 1,5,10,13: -0.000480563577  tau:  -0.000460609660
1ttau: 1,6,10,10: 0.000000000000  tau:  0.000000000000
1ttau: 1,6,10,11: -0.009724642232  tau:  -0.019498561557
1ttau: 1,6,10,12: -0.000000000000  tau:  -0.000000000000
1ttau: 1,6,10,13: 0.000000000000  tau:  0.000000000000
1ttau: 1,7,10,10: 0.000000000000  tau:  0.000000000000
1ttau: 1,7,10,11: -0.000139051385  tau:  -0.000082478458
1ttau: 1,7,10,12: -0.000000000000  tau:  -0.000000000000
1ttau: 1,7,10,13: -0.000000000000  tau:  -0.000000000000
1ttau: 1,8,10,10: 0.000000000000  tau:  0.000000000000
1ttau: 1,8,10,11: -0.000000000000  tau:  -0.000000000000
1ttau: 1,8,10,12: -0.000000000000  tau:  -0.000000000000
1ttau: 1,8,10,13: -0.000000000000  tau:  -0.000000000000
1ttau: 1,9,10,10: 0.000000000000  tau:  0.000000000000
1ttau: 1,9,10,11: -0.000000000000  tau:  -0.000000000000
1ttau: 1,9,10,12: -0.000000000000  tau:  -0.000000000000
1ttau: 1,9,10,13: -0.000000000000  tau:  -0.000000000000
